message,is_spam
Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,False
Lol your always so convincing.,False
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,False
"I'm back &amp; we're packing the car now, I'll let you know if there's room",False
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,False
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",False
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,False
K tell me anything about you.,False
For fear of fainting with the of all that housework you just did? Quick have a cuppa,False
Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,True
Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,False
"Oops, I'll let you know when my roommate's done",False
I see the letter B on my car,False
Anything lor... U decide...,False
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,False
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,False
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",False
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,True
WHO ARE YOU SEEING?,False
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,False
No calls..messages..missed calls,False
Didn't you get hep b immunisation in nigeria.,False
"Fair enough, anything going on?",False
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",False
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,False
What you thinked about me. First time you saw me in class.,False
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",False
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,False
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",False
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,True
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,False
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",True
"Sorry, I'll call later in meeting.",False
Tell where you reached,False
Yes..gauti and sehwag out of odi series.,False
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,False
Ha ha ha good joke. Girls are situation seekers.,False
Its a part of checking IQ,False
"Sorry my roommates took forever, it ok if I come by now?",False
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,False
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",True
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",False
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",True
"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",True
I plane to give on this month end.,False
Wah lucky man... Then can save money... Hee...,False
Finished class where are you.,False
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,False
K..k:)where are you?how did you performed?,False
U can call me now...,False
I am waiting machan. Call me once you free.,False
Thats cool. i am a gentleman and will treat you with dignity and respect.,False
I like you peoples very much:) but am very shy pa.,False
Does not operate after  &lt;#&gt;  or what,False
Its not the same here. Still looking for a job. How much do Ta's earn there.,False
"Sorry, I'll call later",False
K. Did you call me just now ah? ,False
Ok i am on the way to home hi hi,False
You will be in the place of that man,False
Yup next stop.,False
"I call you later, don't have network. If urgnt, sms me.",False
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,False
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,False
I'm really not up to it still tonight babe,False
"Ela kano.,il download, come wen ur free..",False
Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,False
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,False
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,False
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,True
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,False
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",True
Watching telugu movie..wat abt u?,False
i see. When we finish we have loads of loans to pay,False
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",False
Please don't text me anymore. I have nothing else to say.,False
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,False
I'm still looking for a car to buy. And have not gone 4the driving test yet.,False
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",False
Umma my life and vava umma love you lot dear,False
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,False
"Aight, I'll hit you up when I get some cash",False
How would my ip address test that considering my computer isn't a minecraft server,False
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,False
Dont worry. I guess he's busy.,False
What is the plural of the noun research?,False
Going for dinner.msg you after.,False
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,False
GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,True
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",False
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",False
You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,True
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,False
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,False
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,True
"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",True
here is my new address -apples&pairs&all that malarky,False
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,True
I am going to sao mu today. Will be done only at 12 ,False
ÌÏ predict wat time Ì_'ll finish buying?,False
"Good stuff, will do.",False
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",False
Are you there in room.,False
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,False
K..k:)how much does it cost?,False
I'm home.,False
"Dear, will call Tmorrow.pls accomodate.",False
First answer my question.,False
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,True
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,True
I only haf msn. It's yijue@hotmail.com,False
He is there. You call and meet him,False
No no. I will check all rooms befor activities,False
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,True
Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,False
"K, text me when you're on the way",False
"Sir, Waiting for your mail.",False
"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",False
I know you are. Can you pls open the back?,False
Yes see ya not on the dot,False
Whats the staff name who is taking class for us?,False
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",True
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,False
K..i deleted my contact that why?,False
Sindu got job in birla soft ..,False
The wine is flowing and i'm i have nevering..,False
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,False
Ok... Ur typical reply...,False
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",False
Aaooooright are you at work?,False
I'm leaving my house now...,False
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",False
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,True
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,True
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,False
New car and house for my parents.:)i have only new job in hand:),False
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,False
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,True
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",True
I place all ur points on e cultures module already.,False
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,True
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",False
Great escape. I fancy the bridge but needs her lager. See you tomo ,False
Yes :)it completely in out of form:)clark also utter waste.,False
"Sir, I need AXIS BANK account no and bank address.",False
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",False
What time you coming down later? ,False
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",False
"Well, i'm gonna finish my bath now. Have a good...fine night.",False
Let me know when you've got the money so carlos can make the call,False
U still going to the mall?,False
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",False
Text her. If she doesnt reply let me know so i can have her log in,False
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,False
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,False
Lol no. U can trust me.,False
ok. I am a gentleman and will treat you with dignity and respect.,False
"He will, you guys close?",False
Going on nothing great.bye,False
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,False
"Haha awesome, be there in a minute",False
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,True
Have you got Xmas radio times. If not i will get it now,False
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,False
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,True
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,False
Hi :)finally i completed the course:),False
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,False
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,False
Gud mrng dear hav a nice day,False
Did u got that persons story,False
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,False
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,False
"Found it, ENC  &lt;#&gt; , where you at?",False
I sent you  &lt;#&gt;  bucks,False
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,False
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,False
Goodmorning sleeping ga.,False
U call me alter at 11 ok.,False
ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,False
"Aight yo, dats straight dogg",False
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,False
Both :) i shoot big loads so get ready!,False
"What's up bruv, hope you had a great break. Do have a rewarding semester.",False
Home so we can always chat,False
K:)k:)good:)study well.,False
Yup... How Ì_ noe leh...,False
Sounds great! Are you home now?,False
Finally the match heading towards draw as your prediction.,False
Tired. I haven't slept well the past few nights.,False
Easy ah?sen got selected means its good..,False
I have to take exam with march 3,False
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,False
Ok no prob. Take ur time.,False
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,False
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,False
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",True
Would really appreciate if you call me. Just need someone to talk to.,False
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",True
Hey company elama po mudyadhu.,False
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",False
Dear good morning now only i am up,False
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,False
Dear we are going to our rubber place,False
"Sorry battery died, yeah I'm here",False
Yes:)here tv is always available in work place..,False
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,True
I have printed it oh. So  &lt;#&gt;  come upstairs,False
Or ill be a little closer like at the bus stop on the same street,False
Where are you?when wil you reach here?,False
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",False
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,True
Tomarrow final hearing on my laptop case so i cant.,False
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,False
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",False
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",False
U don't remember that old commercial?,False
Too late. I said i have the website. I didn't i have or dont have the slippers,False
I asked you to call him now ok,False
Kallis wont bat in 2nd innings.,False
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,False
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,True
Ranjith cal drpd Deeraj and deepak 5min hold,False
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",False
What you doing?how are you?,False
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",False
"I'm back, lemme know when you're ready",False
Don't necessarily expect it to be done before you get back though because I'm just now headin out,False
Mmm so yummy babe ... Nice jolt to the suzy,False
Where are you lover ? I need you ...,False
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,True
IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,False
Yup,False
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,False
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,False
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,True
Why you Dint come with us.,False
Same. Wana plan a trip sometme then,False
"Not sure yet, still trying to get a hold of him",False
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,True
The evo. I just had to download flash. Jealous?,False
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,True
"Come to mu, we're sorting out our narcotics situation",False
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",False
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,True
"Usf I guess, might as well take 1 car",False
No objection. My bf not coming.,False
Thanx...,False
Tell rob to mack his gf in the theater,False
"Awesome, I'll see you in a bit",False
Just sent it. So what type of food do you like?,False
All done? All handed in? Celebrations in full swing yet?,False
You got called a tool?,False
\Wen u miss someone,False
Ok. I asked for money how far,False
Okie...,False
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",False
"K, I might come by tonight then if my class lets out early",False
Ok..,False
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,False
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",False
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",False
Hey you told your name to gautham ah?,False
Haf u found him? I feel so stupid da v cam was working.,False
Oops. 4 got that bit.,False
Are you this much buzy,False
I accidentally deleted the message. Resend please.,False
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,True
Unless it's a situation where YOU GO GURL would be more appropriate,False
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,False
I cant pick the phone right now. Pls send a message,False
Need a coffee run tomo?Can't believe it's that time of week already,False
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",False
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",False
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,False
He is a womdarfull actor,False
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",True
Yup... From what i remb... I think should be can book... ,False
Jos ask if u wana meet up?,False
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,False
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",True
Where are the garage keys? They aren't on the bookshelf,False
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,False
"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",True
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,False
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",False
You made my day. Do have a great day too.,False
K.k:)advance happy pongal.,False
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",False
"Not really dude, have no friends i'm afraid :(",False
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,True
"Coffee cake, i guess...",False
"Merry Christmas to you too babe, i love ya *kisses*",False
Hey... Why dont we just go watch x men and have lunch... Haha ,False
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,False
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,False
No problem. How are you doing?,False
Hi da:)how is the todays class?,False
"I'd say that's a good sign but, well, you know my track record at reading women",False
"Cool, text me when you're parked",False
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,False
K.k:)apo k.good movie.,False
Maybe i could get book out tomo then return it immediately ..? Or something.,False
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,True
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,False
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,True
"Ta-Daaaaa! I am home babe, are you still up ?",False
Cool. So how come you havent been wined and dined before?,False
Just sleeping..and surfing,False
U calling me right? Call my hand phone...,False
Ok that's great thanx a lot.,False
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,False
Where u been hiding stranger?,False
Am not interested to do like that.,False
My sister cleared two round in birla soft yesterday.,False
Gudnite....tc...practice going on,False
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,False
One small prestige problem now.,False
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,True
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,False
"Nah can't help you there, I've never had an iphone",False
If you're not in my car in an hour and a half I'm going apeshit,False
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",False
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,False
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,False
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",False
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,True
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",False
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",False
Ha ha cool cool chikku chikku:-):-DB-),False
Oh ok no prob..,False
Check audrey's status right now,False
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,False
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",False
Well i know Z will take care of me. So no worries.,False
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",True
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,True
Wat uniform? In where get?,False
"Cool, text me when you're ready",False
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",False
I will spoil you in bed as well :),False
I'm going for bath will msg you next  &lt;#&gt;  min..,False
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,False
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",True
Can you say what happen,False
You could have seen me..i did't recognise you Face.:),False
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,False
Keep my payasam there if rinu brings,False
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,False
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",False
"Yeah sure, give me a couple minutes to track down my wallet",False
Hey leave it. not a big deal:-) take care.,False
Hey i will be late ah... Meet you at 945+,False
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",True
It took Mr owl 3 licks,False
Customer place i will call you.,False
Mm that time you dont like fun,False
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,True
Yup having my lunch buffet now.. U eat already?,False
Huh so late... Fr dinner?,False
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,False
Morning only i can ok.,False
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,False
