message,is_spam
"Dear customer, your package with URN-9876543211 has not been delivered. To avoid late fee, please click <URL> to confirm delivery details or pay the outstanding amount.",TRUE
"Doctor reminder: Dr. Sharma at 10:15 AM, 2nd floor, Vattikuti Hospital. Reply YES to confirm.",FALSE
"Dear citizen, aapka Income tax refund of Rs. 12,000 is pending. Urgent: Verify your K Y C and Accnt details now <URL> to receive the amount.",TRUE
Your OTP for resetting your Paytm password is 472091. Use it within 5 mins to complete the process.,FALSE
"Traffic fine of Rs 1,400 is pending against your vehicle registration XYZ-1234. Pay now before court action via <URL>",TRUE
Your doctor appointment with Dr. Sharma on 30th Mar at 10:00 AM. Kripya mask lein aur 15 mins pehle aaiye.,FALSE
Congratllations!! You are eligible for Rs 50000 INCOME TAX REFUND. Urgntly verify ur bank deails at <URL> quikly or the refund will be forfeited.,TRUE
Your appointment with Dr. Sharma at Apollo Hospital is scheduled for 28-02-26 at 10:00 AM. Please confirm by replying YES.,FALSE
"Congratulations!! Aap ka Income Tax refund Rs. 2,00,000 pending hai. Vistaar se dekhne ke liye turant <URL> click kare aur bank details update karen. Urgent reply karein!",TRUE
Your IRCTC train ticket for 12-09-26 from Mumbai GH to Pune SJR is confirmed. Boarding time 12:10 pm. Ticket No: A12B3C. View details <URL>,FALSE
Dear prez! We regret to inform you that your registered delivery (Ref-No: 987654) could not be delivered at the given address. Please <URL> to confirm address and avoid extra charges. Urgnt! Act asap.,TRUE
"Dear Sir, Your IRCTC train ticket for 23rd Mar 2026 from Mumbai to Delhi (PNR: 1A2B3C) has been confirmed. Boarding time 14:30. Enjoy your trip!",FALSE
"You have a pending income tax refund of Rs. 2,50,000. Click <URL> to verify your KYC (K Y C) and claim the money. If not verified, your account will be <blocked> within 48 hrs.",TRUE
"Salary credited: Rs. 48,000 has been posted to your account on 05-03-26. Check app for details.",FALSE
Your parcel wazz missed at deliwry hub. It will be cancelled soon if no action. Reschedule delivery by <URL> immediately! Act now!,TRUE
Your OTP for Paytm login is 832674. It will expire in 5 min. Do not share it with anyone.,FALSE
URURGENT KYC UPDATE: Aapke YOUTUBE accnt me suspicious activity payi gayi. K Y C block ho jane se bacha jaye. Verify now via <URL> otherwise account CLOSED in 24hr.,TRUE
Your OTP for bank login is 482169. It expires in 5 mins. Do not share with anyone.,FALSE
Alert! Traffic Challen 12345 pending. Rs 5000 fine lag raha hai for e-challan violation. Pay immediately to avoid legal action. Click <URL> now!,TRUE
"Your salary of Rs.25,000 has been credited today at 12:00 PM to your account ending 5678. Check it in your bank app.",FALSE
Congratulation! You’ve just won 1 Cr in our virtual lottery. Pay only Rs. 499 tax to claim your reward before midnight. <URL>,TRUE
"Dear Ravi, your salary of Rs 60,000 has been credited to your Xpress Bank account. Click <URL> to view statement.",FALSE
Congratulation! You have been selected for a lump sum Rs 1.5 lakh Rent Refunding award for FY20-21. Pleez fill K Y C within 24 hours & pay tax via <URL>. No extra fees – Act fast!,TRUE
"Doctor's appointment: Dr. Anand, 25-04-26, 09:30 AM, 5B room, Sundar Hospitals. Come 10 mins early.",FALSE
FREE 5G DATA UPGRD! Tere 4G ka account 7th May tak update na kiya toh block ho jayega. Click <URL> to avl 50GB free minutes bant 31st may. Jaldi karo!,TRUE
"Doctor reminder: Apni appointment Dr. Mehta ke saath Tuesday 22 Apr 09:00 AM. Fikr na karo, time pe aao; ID aur past lab reports le aao.",FALSE
Traffic UPDAT! Apni car (3G-1234) ko challan 1250 rupees mila. Urgent paise bhugta jaye <URL> otherwise yoo fine will double in 24 hours. Click ASAP!,TRUE
"Your salary of Rs. 1,50,000 has been credited to your account ending 5678 on 05 Mar 2026. For any queries contact HR.",FALSE
"MahaTax: Congratulation! Your pending tax refund of Rs. 1,15,000 is ready. Please verify bank details & complete K Y C to claim Rs. 1,15,000 before 31st March: <URL>. Ignoring may lead to accnt block.",TRUE
"Dear User, Rs. 20,000.00 has been credited to your A/C *****2345 on 05-03-26. Salary Credit - TurboPay. Current Balance: Rs. 45,500.00.",FALSE
Congradulation!! Aapke phone pe 5GB FREE Data activate karne ka mauka hai! Click <URL> now to claim. 48 hours left. Hurry!,TRUE
"Salary alert: Rs 55,000 of your monthly salary has been credited to your account ending 1234. No further action needed.",FALSE
"Congratulations, you have been choosen for an annual tax refund of Rs 5,50,000! To claim, fill in your K Y C details and updte banker accnt now via <URL>. Kindly respond within 24 hrs else we will drop your account.",TRUE
Your IRCTC ticket for 12:30 AM from Bhopal to Delhi is confirmed. Date: 15-03-2026. Ticket No: 123456. Please keep this SMS for reference.,FALSE
Urgent Alert: Your vehicle REG NO XYZ123 has a pending e-challan of Rs. 1200 for traffic violation. Pay within next 24 hrs to avoid fine. Payment link: <URL>,TRUE
Doctor ke office se reminder: Aapka appointment 20-Feb 10:30am. Previous reports lekar aaiye. Thanks! -HealthCare App,FALSE
URGENT! Aapke bank account mein suspicious activity detect hui. Kripya apna KYC verify karne ke liye <URL> pe jayiye 24 ghante ke andar action nahi lene par account block ho jayega. Rs. 5000 deduction pending. Immediate response required!,TRUE
"Dear Mr. Sharma, Rs 25,000.00 has been credited to your account ****1234 on 05-03-2026. Transaction ID: 9876543210. For assistance, contact bank support.",FALSE
URGENT: Final warning! Your Accnt has been LOCKED due to pending KYC upd. Please verify asap to avoid suspension. Verify here: <URL>,TRUE
Dr. Sharma appointment reminder: 20th June at 09:00 AM at PHC. Reply YES to confirm.,FALSE
"Maharashtra Income Tax Office: tumhe Rs.1,50,000/- refund milna bacha hai. Urgently claim kare ya late fee lag sakta hai. Click <URL> and fill details asap.",TRUE
"Reminder: Doctor appointment with Dr. Sharma tomorrow at 09:00 AM. Please bring your blood test reports. Clinic address: 123 Main Road, West College Town. Call 033-12345678 if you need to reschedule.",FALSE
URGENT! 5G DATA UPGRAD 4U!  Your current 4G plan will be discontinued soon. Claim 200GB free data for next month by clicking <URL>. Act within 24h or lose the upgrade.,TRUE
"IRCTC: Your ticket to Varanasi (VBN) on 27/03/26 07:45am is confirmed. PNR: 7U8X9C, SEAT: 22A. Board at JDB. Enjoy your journey!",FALSE
"YAAY!! Your ELECTRRCITY bill of Rs 1,500 has been generated. Pay now via <URL> to avoid late fee. Tap 'Pay'!",TRUE
"Hi Rutuja, your IRCTC ticket PNR 9876543210 for Delhi to Jaipur on 05-03-26 at 11:30am is CONFIRMED. Seat: 7A. Your journey will start at 10:15am from Station A. For updates visit <URL>.",FALSE
Congratulation!!! Apke liye special KYC Upgrade Offer. Apka Accnt 12******4 is about to be blocked soon. Secure 5 lakh cash directly on your bank by verifying details. Click <URL> and submit bank & mobile no. KYC in 24 hrs.,TRUE
Your IRCTC train ticket for 12345-IC-220325 has been booked successfully. Boarding starts at 9:15 AM from IMT New Delhi. Please show a valid ID for verification.,FALSE
"Congratulation Samanta! You have won Rs 2,00,000 in our official Lotwact Telecast. Click <URL> to claim your Accnt, submit K Y C details and get reward. Act fast, time is 24hrs.",TRUE
"Dear Rohan, your salary of Rs 1.25 lakh has been credited today (05-Mar) into your bank account (Acc # 1234567890). No action required.",FALSE
Hey! FYI you won Rs 20 Lakh in the all-in-one KBC baa! Waht next? Click <URL> to claim your prize. Urgent response required!,TRUE
"Good morning! Your salary of Rs 80,000 has been credited to your account. You can view the transaction details anytime on the mobile app.",FALSE
Congradulation! Aapka account uspe pending K Y C update ho gaya hai. Nahi karega to 24 ghante mein block ho jayega. Click <URL> aur apna Aadhaar number dal ke confirm kare. Urgent! Har saal ka online fraud fail se bachein.,TRUE
"Dear Mr. Sharma, your salary of Rs. 75,000 has been credited to your account on 05-03-2026. No action required.",FALSE
"Congrats! आप 1,000,000च्या Lottery Jackpots जिंकले आहे. दया निर्देशांचे पालन करा व केवळ Rs 499 डिपॉझिट करून खात्याचे क्लेम करा. प्रक्रिया करण्यासाठी <URL>",TRUE
"Dear User, Rs. 1,20,000.00 credited to your Paytm wallet on 01-03-26. Account: 9876. Available Bal: Rs. 5,800.00. For details use: <URL>",FALSE
URGENT! KyC status : INCOMPLETED. Account will be block soon. Please click <URL> to updte your details within 24 hrs or else your account will be suspensed. Thanks!,TRUE
"Hello, your IRCTC ticket from New Delhi to Mumbai Train 1243 on 28-03-24 is confirmed. PNR: 590823. Enjoy the journey!",FALSE
"ATTN: Aapke pending traffic chalankan (₹15,000) for 01-01-23 on acc 1234. Pay via <URL> within 48 hrs to avoid penalty. Late = law action.",TRUE
"Dear Arjun, your salary of ₹25,000 has been credited to your account. Check balance now.",FALSE
"Congratulation! You have been selected as a winner of Rs.1.5 lakh cash prize. To claim, click <URL> abhi. Hurry!",TRUE
"Your OTP for the transaction on 25-03-05 is 483921. Do not share this code with anyone. If you did not initiate the transaction, contact support immediately.",FALSE
"Hey! U have won Rs 1,50,00,000 in KBC Jio Lucky Draw. Click <URL> to claim & avoid losing the cash. Urgently, reply within 24 hrs. Prize te fair hai, 100% no tds!",TRUE
"Dear User, your salary of Rs 1,20,000 has been credited to your account (last 4 digits 9876) on 05-Mar-2026. For details, log in to my NB. Happy New Year!",FALSE
"₹1,50,000 tax refund pending! ITD says paisa aaj hi aapke account me transfer ho jayega. Don't wait, verify now: <URL>",TRUE
"Dear Rohan, Your salary amounting to Rs 1,80,000 has been credited to your account on 24/03/26. Current balance: Rs 3,50,000. – HR Team",FALSE
FREE 5G Data Alert! Your Delhi-Zone 3 plan is upgraded with extra 10GB for FREE! Claim now or it will expire by 23:59 hrs: <URL>,TRUE
Your OTP for bank transaction is 629173. Do not share.,FALSE
Urgent! KYC pending. Submit persoanl details now or risk 5G disconnnected. <URL>,TRUE
"Dear Rahul, this is a reminder that your appointment with Dr. Mehta at AIIMS is scheduled for 9:45 AM today. Please arrive 15 min early. Reply YES to confirm. Thanks!",FALSE
"CONGRATULATIONS! You have been selected for our exclusive 'Tax Refund' program. Click <URL> to claim Rs. 2,50,000. Hurry, you have only 48 hrs! Submit KYC at <URL> to finalize.",TRUE
"Hello, OTP 469712 to login your YT account. Do not share with anyone. -YT Support",FALSE
"FREE 5G DATA NOW!! Accnt #12345 eligible for 10GB data boost. HURRY, klaim at <URL> before 23:59!",TRUE
"IRCTC CONFIRMATION: Train No. 12123 from Delhi to Mumbai on 25-07-2026, AC 3A. PNR: 1234567890. Your ticket is confirmed. No action needed.",FALSE
"URGENT: Your 2023 Income Tax (IT) refund of ₹12,000 is awaiting confirmation. To claim, verify your accnt details now: <URL>. If no action within 48 hrs, your refund will be forfeited. KYC required. RESPEKT!",TRUE
"Hi Arjun, your salary of ₹75,000 has been credited to your account on 05-03-26. Open your banking app to view details.",FALSE
"CONGRATULATIONS! You have won Rs 5 lakhs in Bharat Lottery. To claim, please update your KY C details and submit proof via <URL> within 24 HOURS or risk losing the prize.",TRUE
"Hi Shrey, your IRCTC booking S2E3 for train 12345 is confirmed. Date: 28-03-26, Time: 10:00 AM. Seat: 3A. Ticket No: 9876543210. For more info, visit <URL>.",FALSE
"Subject: Urgent! Traffic Challan Issued.
Hey! You have been issued a traffic challan INR 2000 for Violyation on 25-03-26. Pay online to avoid penalty: <URL>.",TRUE
"Your salary of Rs 45,000 has been credited to your SBI account ending 4567. Current balance: Rs 1,12,345.",FALSE
"KABARTAL: Traffic challan 12/2024 Mumbai city pending. Pay Rs 1,500 online to avoid penalty. Accnt lock lo. <URL>",TRUE
"Salary Credited: ₹45,000 has been credited to your account ending 5599. Current balance ₹75,000. Thank you for banking with us.",FALSE
"Dear User, traffical challan pending against your vehicle RR 1234AB. Rs 2000 jaruri amount. Pay immediately via <URL> else your license will be blocked.",TRUE
"Dear Arjun, your IRCTC ticket booking for 30-08-2026 is confirmed. Train No. 12831 (Chennai–Bengaluru Duronto Express) departs Mumbai at 07:45 AM. Print your e-ticket and baggage allowance details on <URL>.",FALSE
"Congrats!! Your Amazon Delivery Rackha pe number #567890 is *MISSED*. To avoid cancellation, click <URL> immediately. We have a special Rs.2,000 discount code 1234promo. Hurry! Offer valid only till 5:00PM.",TRUE
"Hello Nisha, aapki salary of Rs 2,25,000 has been credited to your account (Account No: 123456789) on 06-05-26. Current balance: Rs 5,12,000. For any query, contact customer support.",FALSE
🚨 URGENT ⚡ Free 5G Data Upgrde! 😱 You have been selcted for a FREE 5G data plan. Click <URL> to cla. No hiden charges. Offer valud till 30-05. Repy YES to activae.,TRUE
Your OTP for bank transaction is 537892. Do not share with anyone. Valid for 5 mins.,FALSE
"URGENT!! Your vehcl 12A-AB1234 hit a traffic violatio at 12th Main, Parel. Pay challan <URL> within 48 hrs or your licence will be block. Save yourself!",TRUE
Your OTP for SBI login is 672345. Do not share with anyone.,FALSE
Congratulation! You have won 5G data upgrade! Abhi claim 7G Free data. Click <URL> to activate. Claim fast or your account will be blocked!,TRUE
"Your salary of Rs. 1,20,000 has been credited to A/C ****1234 on 05-03-26. Current balance Rs. 35,678.",FALSE
URGENT! Your bank ACCNT has been BLOCKED due to suspicious activity. Click <URL> to confirm and undo block. Miss this and ACCNT will be permanently locked.,TRUE
IRCTC: Your ticket for train IC-1234 (Ahmedabad to Delhi) booking is confirmed. PNR: 9876543210. Please check your account for ticket details.,FALSE
RTO Traffic: Final Notice. Your vehicle has received a penalty challan against the number RJ 01 AB 1234. Pay Rs 1500 within 24 hours to avoid legal action: <URL>,TRUE
"Your salary of Rs. 75,000 has been credited to your account ending 1234 on 12th March. Available balance Rs. 2,10,000. Please check in your banking app <URL>.",FALSE
URGENT: Your Accnt has been blocked for KYC. Resolve it before any transaction. Click <URL> to complete KYC now or face permanent lock.,TRUE
"Dear Pradeep, Rs. 15,200.00 has been credited to your A/C ...9876 on 26-02-26. Balance: Rs. 58,400.00.",FALSE
"Aapne traffic challan for 25-02-26! Rs. 1,500.00 must be paid within 24 ghante or you risk arrest. Login <URL> and pay now!",TRUE
IRCTC: Your ticket from HYD to DEL on 12/01 08:25 AM is confirmed. PNR: 7R8T6K. Click <URL> for details.,FALSE
TrafficChallan: Alrt! Your veh XYZ123 found speeding. Pay Rs 1500 now to avoid court action. Hurry --> <URL>,TRUE
"Your salary of Rs. 75,000 has been credited to account 9876543210 on 26-03-2026. If you see any discrepancy, contact HR.",FALSE
CONGRATULATION! You are eligible for FREE 5G DATA UPGRAD! Chat 8g the KYC OTP below & claim <URL> Submit 6 digit code before 24 hours. YOR ACCOUNT WILL BE BLOCKAED if not updated.,TRUE
Your one time password (OTP) is 714839. Please use it within the next 5 mins. Do not share with anyone.,FALSE
Traffic Police: Yaara! You bhavishy mein 07MAB1233 challan pending hai. Pay Rs 350 within 24 hours at <URL> or else 1500 fine. Urgent action required!,TRUE
"Your salary of ₹45,000 for March has been credited to your account ending 0123. For any query, visit our portal.",FALSE
URGENT: Your Amazon courier could not be delivered. Please click <URL> to updte your accnt details within 24hrs. K Y C pending. Else your parcel will be returned.,TRUE
Dr. Sharma: Your appointment with Dr. Patel is scheduled on 25-02-26 at 10:00 AM. Please confirm by replying YES.,FALSE
Congrats! Apka 5G data plan has been auto-upgraded to Unlimt data for next 30 days. Click <URL> to claim now. Limited slots. Hurry!,TRUE
Your OTP for IRCTC booking (travel ID 78234) is 672384. Use within 5 mins. Do not share with anyone.,FALSE
"Lottery Winner Alert!! YU have won Rs 15,00,000 in KBC Jio Bonanza! Claim insta by sending OTP 3456 to 9999999999. Wrong reply leads to account lock. Click <URL> to confirm.",TRUE
"Your salary of ₹60,000 has been credited to your bank account ending 4567 on 05-03-2026. No action required.",FALSE
Congratulation! A Traffic Dept. refund aapke liye Rs.5000 ka challan waale index foo earlier. Click <URL> to claim. Pay Rs.300 admin fee via <URL>. Urgent! SMS will self delete in 12 hrs.,TRUE
"Hi Ajay, your salary of ₹4,20,000 has been credited to your bank account ending 5678. Please check!",FALSE
"Taxni Department: Aapka Income Tax refund Rs. 22,567 pending. Claim it before 30/03 by clicking <URL> – else rejection!",TRUE
"IRCTC: Dear Asha, your ticket for train 67890 from NDLS to BBS on 28-10 10:45 is confirmed. Seat: 2A. Amount: ₹320. Please keep the e-ticket handy.",FALSE
Congratulation! You are eligible for a 5G FREE data UPDATER. Your Accnt now has extra 50GB at no cost. Verify your KYC via <URL> within 3 hrs or your account will be blocked.,TRUE
Doctor appointment reminder: Dr. Sharma tomorrow 10:30 AM at 5th Market Clinic. Carry your lab reports. Reply ACK to confirm.,FALSE
Congratulation! You have been chosen for a FREE 5G DATA UPGRADE! Update your SIM NOW <URL> offer ends 30-02-26. Hurry!!,TRUE
"Dear user, your IRCTC reservation from LRKL to MAA on 05-03-26 at 09:15 has been confirmed. PNR: 7I4K3R. Please check your IRCTC app for details.",FALSE
Hey! Urgently need your K Y C to avoid accnt block. Complete verification now via <URL> ASAP!,TRUE
IRCTC: Your train ticket (T12345) on 28-02-26 is confirmed. Please keep the ticket and arrive 15 min early. Happy travels!,FALSE
URGENT – Paytm Account Blocked! ◇ Aapka Accnt 5G upgrade aayo. KYC updation required. Click <URL> or account freeze ho sakta hai!,TRUE
Your OTP from your bank is 719384. It is valid for 5 minutes only. Please use it to proceed.,FALSE
"WE LUCKY: You have won the KBC lottery! Rs 1,00,000 is yours. URGENT - complete your K Y C & confirm via <URL>",TRUE
IRCTC: Your train ticket from Delhi to Mumbai (1234) confirmed. Amount ₹6847. Track booking at <URL>.,FALSE
"IncomeTax Alert! Your pending refund of Rs 5,400 is ready for claim. Verify KYC & Accnt <URL>. Urgent! Act within 48 hrs or refund lost. <URL>",TRUE
"Your IRCTC ticket /train/12604 from Delhi to Mumbai for 2nd Jan is CONFIRMED. Train will depart at 10:40 AM. For any changes, call IRCTC support. No further action required.",FALSE
"Sir/Madam, a parcel (ref#12345) failed delivery due to inaccurate details. KYC your address urgently to avoid shipment cancellation. Please click <URL> to update & confirm. Do NOT ignore—your shipment is at risk!",TRUE
"Hello Priyanka, your electricity bill for month of Sep has been paid. Thank you for being a valued MSEB customer. For any queries, call 1800-1234.",FALSE
Alert!! Urgh.. Your SBI PAN city update is pending. Please verifY  K Y C  at <URL>  within 24hrs or your assets will be frozen!!!,TRUE
"I need a parking space but I'm off campus atm, could I reserve it for 2 hours?",FALSE
"I need a refund but I'm off campus atm, can you send me the link to claim it?",TRUE
"One day a dolphin was surfing by the pier..…The tide rolled n revealed the echo of the waves..…Dolphin giggled: 'Yo, friend! u sipping the sea foam?' The gull answered: 'Just chillin & watching the clouds race! :- ) Friends never let u drown, right? GUD vibes aaN..",FALSE
"Hey you! You just hit the jackpot for a free lifetime treasure chest! …Click the link below and claim ur prize 🤑👇
https://shorty.xyz/abc123 
Reply 'YES' or share ur bank details to activate ur ship fast bro! :-D GUD luck..",TRUE
Where you? What happening?,FALSE
Where you? What happen—send to me your bank account details so we can fix the issue.,TRUE
"Hey, just popping in to say hi! :) Don’t forget to pick up your groceries at 5. Take care! :-)",FALSE
Hey there! Your bank account has been flagged. Please confirm your details immediately by clicking this link: https://fakebank.com/account. (:),TRUE
Good morning! Your MSEB bill for August 2023 has been generated and is due on 30-Aug-2023. No action required unless you wish to pay online. Visit the MSEB app or website for details.,FALSE
URGENT!!! Your SBI accnt ****1234 has been flagged for suspicious activity. pls updte your K Y C details asap. Reset passw0rd now at <URL> or your acct could be blocked. RESPOND FAST!!,TRUE
Good morning! Your MSEB electricity will be back on after the billing cycle ends. No action required. Enjoy your day!,FALSE
URGENT!! Your SBI P A N   K Y C   is u p d a t e d  but  not  verified.  Click <URL> to confirm your  P A N    Accnt .  Failing  to do so  may lead to  your  bank  services   being  suspended by 15th March.  KSHALA!,TRUE
"Hello Pawan, your Delhi Traffic e-Challan #CH-2026-0457 has been cleared. No fine pending. Thank you.",FALSE
"Dear user! Your SBI passbook is under review. Please submit K Y C details via this <URL> immediately to avoid suspension. Fraud alert! This is an official notice. Attach your PAN (copy) and ID proof. If you do not act within 24 hours, account will be blocked. Thank you.",TRUE
"Your MSEB electricity bill for April 2024 is ₹1,250. Pay online via net banking, UPI, or visit any MSEB office. If you miss the due date, your service will be disconnected after the 15th.",FALSE
"Dear Sir/Madam, Your MSEB Acc nt Is UP l a id as of 15th. Failue to act within 48h will lead to disconnection. Review & verifi via <URL>. Please act immediatly! Call w/in 30 mins.",TRUE
"Hi Priya, your SBI account requires a quick KYC updates to stay active. Please visit your nearest branch for the required documents. Thank you!",FALSE
"Hello Priya,⚠️ Your SBI account is in K Y C pending status. If you do not update within 24 hrs your accnt will be clsd. URGENT: Click <URL> to update YUR PAN. For more info call 1800-111-222. Stay Safe!",TRUE
"Dear customer, your MSEB electricity bill for Feb‑26 has been paid. Rs. 1020 charged. Account no. 123456789. For queries, call 1800‑20‑20‑20.",FALSE
URGENT:  Your S B I  account 987654321 is under K Y C alert.  Please confirm your details within 12hrs by clicking <URL> or else your account will be blocked.  Call 999‑999‑9999 for help.,TRUE
"Dear customer, your India Post shipment (ID: 123456) has been delivered to the local post office. Please collect it within 7 days to avoid holding charges. If you have any questions, call 1800 211 234.",FALSE
"Dear User,  M S E B  Urgent  :  UTC  bill Due .  Pay 2APR 7990  cash / card  <URL>  for  K Y C   upd ate.  If  you  do  not  2 ru u ch  e n  your  kut  dis conce  on de  rhyme.  Please  act  now -  ur gn t",TRUE
"Hi Raj, this is MSEB. Your electricity bill for October is ₹1,200. Please clear it by 12/10 to avoid disconnection. Thank you.",FALSE
